A,B
Q06697,P53040
Q06697,P26309
Q06697,P53131
Q06697,P40107
Q06697,P33411
Q06697,Q02260
Q06697,Q00723
Q06697,P53254
Q06697,P49704
Q06697,P53256
Q06697,P53261
Q06697,P32504
Q06697,P48240
Q06697,P53306
Q06697,P53333
Q06697,P38701
Q06697,P10614
Q06697,P38770
Q06697,P38786
Q06697,P38792
Q06697,P38793
Q06697,P38882
Q06697,P16370
Q06697,P32565
Q06697,P40482
Q06697,P40477
Q06697,Q00245
Q06697,P39076
Q06697,Q00578
Q06697,P40460
Q06697,P40568
Q06697,P15367
Q06697,P47079
Q06697,P47076
Q06697,P40992
Q06697,P80428
Q06697,P19658
Q06697,P47027
Q06697,P46959
Q06697,P39515
Q06697,P39522
Q06697,P47172
Q06697,P43682
Q06697,P33203
Q06697,P36094
Q06697,P36012
Q06697,P14164
Q06697,P35718
Q06697,P36057
Q06697,P36048
Q06697,P34232
Q06697,P32463
Q06697,P36047
Q06697,P36046
Q06697,Q02206
Q06697,P36131
Q06697,P36145
Q06697,P36146
Q06697,P36149
Q06697,P36160
Q06697,P36162
Q06697,P15938
Q06697,Q07830
Q06697,Q04673
Q06697,Q07914
Q06697,Q07921
Q06697,P25385
Q06697,P16658
Q06697,Q02983
Q06697,P05759
Q06697,P14743
Q06697,P53378
Q06697,P19073
Q06697,Q06543
Q06697,Q06156
Q06697,P29496
Q06697,Q05900
Q06697,P04821
Q06697,P32915
Q06697,Q06411
Q06697,Q00416
Q06697,Q12745
Q06697,P39682
Q06697,P23639
Q06697,Q04500
Q06697,P29478
Q06697,Q03750
Q06697,Q04372
Q06697,P25298
Q06697,P40207
Q06697,Q04338
Q06697,Q03691
Q06697,Q03654
Q06697,P24521
Q06697,Q05021
Q06697,Q05027
Q06697,Q02554
Q06697,P38912
Q06697,P49955
Q06697,Q03579
Q06697,P32337
Q06697,P40302
Q06697,P41318
Q06697,P53961
Q06697,P53941
Q06697,P53550
Q06697,P49334
Q06697,P53859
Q06697,P23503
Q06697,P32911
Q06697,P21951
Q06697,P32074
Q06697,P42847
Q06697,P42844
Q06697,P32910
Q06697,P32897
Q06697,P53731
Q06697,P53734
Q06697,P53738
Q06697,P38902
Q06697,P25040
Q06697,P40303
Q06697,Q12362
Q06697,P33895
Q06697,Q08235
Q06697,Q12272
Q06697,Q08269
Q06697,P07260
Q06697,Q08287
Q06697,Q08457
Q06697,P06785
Q06697,Q12189
Q06697,P20676
Q06697,P07274
Q06697,Q99216
Q06697,Q02521
Q06697,P25043
Q06697,P13188
Q06697,P06634
Q06697,Q08649
Q06697,P06704
Q06697,Q08726
Q06697,Q12024
Q06697,Q12017
Q06697,Q08746
Q06697,P06103
Q06697,P53600
Q06697,Q02724
Q06697,P41338
Q06697,P37838
Q06697,P46961
Q06697,Q02825
Q06697,P21825
Q06697,Q02457
Q06697,P32363
Q06697,Q12365
Q06697,P41819
Q06697,Q12522
Q06697,P07263
Q06697,Q12004
Q06697,Q06819
Q06697,P30656
Q06697,P23293
Q06697,Q06214
Q06697,P14020
Q06697,P39933
Q06697,P40422
Q06697,P27999
Q06697,P22139
Q06697,P20435
Q06697,P20434
Q06697,P20436
Q06697,P41895
Q06697,P35189
Q06697,P36097
Q06697,P53049
Q06697,P38691
Q06697,Q08226
Q06697,P21538
Q06697,P32833
Q06697,P32570
Q06697,Q12250
Q06697,P05756
Q06697,Q04080
Q06697,P24279
Q06697,P39985
Q06697,Q6Q560
Q06697,P40061
Q06697,P06839
Q06697,P02406
Q06697,P30777
Q06697,P33891
Q06697,P53201
Q06697,P20457
Q06697,P35728
Q06697,P36015
Q06697,P41805
Q06697,Q12267
Q06697,P17555
Q06697,P42846
Q06697,P20449
Q06697,Q02892
Q06697,Q6WNK7
Q06697,Q2V2Q1
Q06697,P25656
Q06697,Q12071
Q06697,Q04600
Q06697,Q03973
Q06697,P42073
Q06697,Q03323
Q06697,Q3E6R4
Q06697,P25515
Q06697,P32618
Q06697,P40008
Q06697,Q8TGU2
Q06697,P53165
Q06697,P12904
Q06697,P28777
Q06697,P45820
Q06697,P38766
Q06697,P40318
Q06697,Q02256
Q06697,P35497
Q06697,P35732
Q06697,P34246
Q06697,Q05955
Q06697,P53935
Q06697,P48164
Q06697,P53863
Q06697,P33338
Q06697,Q01080
Q06697,P22148
Q06697,Q08280
Q06697,Q3E735
Q06697,P12611
Q06697,Q12289
Q06697,Q12057
Q06697,Q02831
Q06697,Q99299
Q06697,P41807
Q06697,Q06497
Q06697,P27636
Q06697,P35196
Q06697,P06787
Q06697,P20486
Q06697,P38111
Q06697,P25355
Q06697,Q07350
Q06697,P43124
Q06697,P40986
Q06697,P39079
Q06697,P22213
Q06697,Q05541
Q06697,P33298
Q06697,Q92317
Q06697,P15454
Q06697,P40993
Q06697,Q03406
Q06697,Q04418
Q06697,P29952
Q06697,P40026
Q06697,P21269
Q06697,P43589
Q06697,P53062
Q06697,P53267
Q06697,P39927
Q06697,P46948
Q06697,P32379
Q06697,P38604
Q06697,P38861
Q06697,P22804
Q06697,P40468
Q06697,P47077
Q06697,Q00618
Q06697,P47093
Q06697,P0CS90
Q06697,P00572
Q06697,P47117
Q06697,P35734
Q06697,P33299
Q06697,Q12452
Q06697,Q06217
Q06697,P38987
Q06697,Q03630
Q06697,P54839
Q06697,Q03124
Q06697,P35203
Q06697,P40969
Q06697,P49960
Q06697,P40416
Q06697,P53878
Q06697,P53833
Q06697,P32377
Q06697,P38910
Q06697,Q08446
Q06697,P41834
Q06697,Q08723
Q06697,Q12080
Q06697,Q06096
Q06697,Q06505
Q06697,P13434
Q06697,P38256
Q06697,P38287
Q06697,P38312
Q06697,P38316
Q06697,P38144
Q06697,P38157
Q06697,P25605
Q06697,P25608
Q06697,P33333
Q06697,P07255
Q06697,Q12082
Q06697,Q12457
Q06697,Q99288
Q06697,Q03899
Q06697,Q03764
Q06697,P40968
Q06697,Q04049
Q06697,P38931
Q06697,Q03430
Q06697,Q04411
Q06697,P03069
Q06697,Q05676
Q06697,P40029
Q06697,P40052
Q06697,P13433
Q06697,P53191
Q06697,P53099
Q06697,P53071
Q06697,P42826
Q06697,P46950
Q06697,P31334
Q06697,P00427
Q06697,P38824
Q06697,P06773
Q06697,P38876
Q06697,P11792
Q06697,P12630
Q06697,P40502
Q06697,P40480
Q06697,Q3E7B2
Q06697,P40367
Q06697,P46999
Q06697,P46989
Q06697,P08466
Q06697,P17106
Q06697,P47120
Q06697,P32906
Q06697,P31116
Q06697,P46971
Q06697,P36108
Q06697,P36106
Q06697,P36095
Q06697,P36156
Q06697,Q02455
Q06697,Q12287
Q06697,Q05779
Q06697,P38273
Q06697,P53083
Q06697,P18888
Q06697,Q03529
Q06697,P53951
Q06697,P53910
Q06697,P49957
Q06697,Q04964
Q06697,P54000
Q06697,P54785
Q06697,P40341
Q06697,Q03151
Q06697,Q04439
Q06697,Q04329
Q06697,Q05015
Q06697,P53960
Q06697,P04840
Q06697,P53895
Q06697,P53890
Q06697,P53832
Q06697,P53728
Q06697,P53599
Q06697,Q08268
Q06697,P0CF19
Q06697,Q8TGS1
Q06697,Q08484
Q06697,Q12171
Q06697,P33330
Q06697,Q12502
Q06697,Q02648
Q06697,O13516
Q06697,Q03020
Q06697,Q12350
Q06697,P32349
Q06697,P47134
Q06697,P53115
Q06697,P19524
Q06697,P25296
Q06697,P40051
Q06697,P08432
Q06697,P32849
Q06697,P53043
Q06697,Q05788
Q06697,P25333
Q06697,P25628
Q06697,P35999
Q06697,P38967
Q06697,P25719
Q06697,P43583
Q06697,P38990
Q06697,P38165
Q06697,P25042
Q06697,P46784
Q06697,P29703
Q06697,P32352
Q06697,P21576
Q06697,P12683
Q06697,P21182
Q06697,P28272
Q06697,P33311
Q06697,P54861
Q06697,P29311
Q06697,P39720
Q06697,P13586
Q06697,P26798
Q06697,Q07930
Q06697,P53911
Q06697,P53691
Q06697,P07257
Q06697,Q07534
Q06697,Q12482
Q06697,P38634
Q06697,Q03306
Q06697,Q00955
Q06697,Q3E757
Q06697,P12688
Q06697,P48439
Q06697,P53197
Q06697,Q02486
Q06697,P32491
Q06697,Q06147
Q06697,P32608
Q06697,P14680
Q06697,P09938
Q06697,P07249
Q06697,Q02948
Q06697,P08417
Q06697,P41695
Q06697,P53920
Q06697,P34233
Q06697,Q08745
Q06697,P32874
Q06697,P40579
Q06697,P00635
Q06697,P20133
Q06697,P50085
Q06697,Q04121
Q06697,P17536
Q06697,P09624
Q06697,P53318
Q06697,P38929
Q06697,P41921
Q06697,P04386
Q06697,P38903
Q06697,P07281
Q06697,Q04516
Q06697,P39517
Q06697,Q12445
Q06697,P47123
Q06697,Q03981
Q06697,P43569
Q06697,P38738
Q06697,P14693
Q06697,P16522
Q06697,P36084
Q06697,P47818
Q06697,P54837
Q06697,P32606
Q06697,Q06810
Q06697,P46676
Q06697,P07283
Q06697,P53298
Q06697,P42939
Q06697,P47128
Q06697,P53829
Q06697,Q12050
Q06697,P09937
Q06697,P38879
Q06697,P47022
Q06697,P33412
Q06697,P39016
Q06697,Q06696
Q06697,P25586
Q06697,Q04217
Q06697,P42945
Q06697,P38110
Q06697,P29056
Q06697,Q06339
Q06697,P22276
Q06697,P38907
Q06697,P39875
Q06697,P10963
Q06697,P30620
Q06697,P32641
Q06697,Q12338
Q06697,Q12045
Q06697,P41821
Q06697,P25588
Q06697,P06104
Q06697,Q04272
Q06697,P07271
Q06697,P06700
Q06697,P06701
Q06697,P11978
P89105,P38439
P89105,P38351
P89105,Q04636
P89105,P53064
P89105,P32558
P89105,P46995
P89105,Q01159
P89105,P15790
P89105,P19454
P89105,P43639
P89105,P38930
P89105,P47170
P89105,P40495
P89105,P19524
P89105,P27692
P89105,Q12030
P89105,P04050
P89105,P38827
P89105,P22141
P89105,P33299
P89105,Q02630
P89105,Q03957
P89105,Q03254
P89105,P38915
P89105,P06844
P89105,P43568
P89105,P17106
P89105,P06843
P89105,Q6WNK7
P89105,P39986
P89105,P53192
P89105,Q12150
P89105,P05375
P89105,P32368
P89105,P22214
P89105,P43593
P89105,P50108
P89105,O94742
P89105,Q08231
P89105,Q12241
P89105,Q02908
P89105,P38165
P89105,P33754
P89105,P40056
P89105,P36017
P89105,P40469
P89105,P39702
P89105,Q99260
P89105,P25343
P89105,P32607
P89105,P42935
P89105,Q05543
P89105,P04786
P89105,P50106
P89105,P36037
P89105,P46944
P89105,P40395
P89105,P13298
P89105,P23638
P89105,P38886
P89105,P31376
P89105,Q04868
P89105,P53741
P89105,P39110
P89105,P38326
P89105,Q08773
P89105,P40161
P89105,O13539
P89105,P33441
P89105,P32480
P89105,Q12321
P89105,Q03465
P89105,P12611
P89105,P35189
P89105,Q05934
P89105,P38789
P89105,Q02685
P89105,Q01649
P89105,P38187
P89105,P52553
P89105,P40352
P89105,P53900
P89105,P33300
P89105,P19158
P89105,P22147
P89105,Q12093
P89105,P25364
P89105,P31115
P89105,Q07794
P89105,P50078
P89105,P40480
P89105,P52491
P89105,P41835
P89105,Q12214
P89105,O60200
P89105,P20433
P89105,P39720
P89105,P20438
P89105,Q06810
P89105,P40856
P89105,P40059
P89105,Q04383
P89105,Q08923
P89105,P26449
P89105,Q04003
P89105,P26793
P89105,P53740
P89105,P32259
P89105,P38255
P89105,P32828
P89105,P39718
P89105,P40987
P89105,P40005
P89105,P13134
P89105,P38922
P89105,P38732
P89105,P40072
P89105,Q06554
P89105,Q99344
P89105,P38850
P89105,Q9URQ5
P89105,P53851
P89105,Q02159
P89105,P38907
P89105,P46670
P89105,P25302
P89105,P25847
P89105,Q04781
P89105,Q05949
P89105,Q01560
P89105,P53112
P89105,P17442
P89105,P26343
P89105,P14904
P89105,P10592
P89105,P05453
P89105,P32505
P89105,P16370
P89105,Q06632
P89105,P23293
P89105,P23615
P89105,Q01080
P89105,P16521
P89105,P00549
P89105,P00330
P89105,P05030
P89105,Q02884
P89105,P36012
P89105,Q05471
P89105,Q03388
P89105,Q03433
P89105,Q12509
P89105,Q00772
P89105,P38991
P89105,Q04779
P89105,P38236
P89105,P25604
P89105,P25344
P89105,P16649
P89105,Q06629
P89105,P46677
P89105,P47175
P89105,P46679
P89105,P13365
P89105,Q12416
P89105,P10080
P89105,Q12306
P89105,Q06211
P89105,Q08226
P89105,Q07468
P89105,Q07807
P89105,Q06164
P89105,P31539
P89105,P25337
P89105,P25644
P89105,Q03435
P89105,P39678
P89105,Q03940
P89105,P32349
P89105,P38144
P89105,P53115
P89105,P38111
P89105,P32657
P89105,P39016
P89105,P39517
P89105,P31384
P89105,A0A024R1V3|B7Z5R6|Q14596
P89105,Q5VWN6
P89105,Q06696
P89105,Q12483
P89105,P47142
P89105,P39929
P89105,P25586
P89105,Q04217
P89105,P42945
P89105,P38110
P89105,Q04437
P89105,P12962
P89105,Q06339
P89105,P22276
P89105,P11978
P38439,P38351
P38439,Q04636
P38439,P53064
P38439,P32558
P38439,P46995
P38439,P27692
P38439,P22141
P38439,P33299
P38439,O13297
P38439,P38123
P38439,Q03012
P38439,P39706
P38439,Q03957
P38439,Q03254
P38439,P36053
P38439,Q12509
P38439,Q12692
P38439,Q05471
P38439,P38326
P38439,Q03388
P38439,Q03433
P38439,Q06337
P38439,P38806
P38439,P31376
P38439,Q04477
P38439,P53104
P38439,P27466
P38439,P38691
P38439,P06782
P38439,P32944
P38439,P06244
P38439,P23291
P38439,P23292
P38439,Q03002
P38439,P46962
P38439,P47171
P38439,P32480
P38439,P06843
P38439,Q06505
P38439,P38255
P38439,P38429
P38439,Q01448
P38439,P32479
P38439,P32910
P38439,P50947
P38439,P31385
P38439,P22214
P38439,P40505
P38439,P32914
P38439,Q08923
P38439,P40395
P38439,P33308
P38439,O13539
P38439,P22579
P38439,Q06144
P38439,P40532
P38439,Q99260
P38439,P33441
P38439,P53236
P38439,P22216
P38439,P53192
P38439,Q08749
P38439,P36104
P38439,P32445
P38439,P32776
P38439,P06839
P38439,P40509
P38439,P18480
P38439,P26449
P38439,Q12343
P38439,P38931
P38439,Q03940
P38439,Q12321
P38439,P07273
P38439,P40056
P38439,P17890
P38439,P25087
P38439,Q12433
P38439,P40161
P38439,Q12093
P38439,P39009
P38439,Q03010
P38439,P20486
P38439,P04819
P38439,Q03323
P38439,P53538
P38439,P39933
P38439,P50110
P38439,P25644
P38439,P32561
P38439,P38915
P38439,P53741
P38439,P00445
P38439,P54781
P38439,Q05934
P38439,P32641
P38439,P46669
P38439,P32368
P38439,P32447
P38439,P53930
P38439,P50108
P38439,P27895
P38439,P17883
P38439,Q07794
P38439,O60200
P38439,P46988
P38439,P53973
P38439,P40005
P38439,P15873
P38439,P10363
P38439,P32657
P38439,P52553
P38439,P53900
P38439,Q03067
P38439,P34223
P38439,Q04493
P38439,P33892
P38439,Q12377
P38439,Q08649
P38439,Q05949
P38439,P32522
P38439,P57743
P38439,P05453
P38439,P38208
P38439,P25038
P38439,P13045
P38439,P46959
P38439,P36036
P38439,Q03656
P38439,P38707
P38439,P32481
P38439,P40079
P38439,P38961
P38439,P32831
P38439,Q08208
P38439,P22147
P38439,P50102
P38439,Q02932
P38439,P20095
P38439,P32797
P38439,P38811
P38439,P11632
P38439,P09959
P38439,P25302
P38439,P15315
P38439,P54000
P38439,P38344
P38439,P40034
P38439,P40578
P38439,P25357
P38439,Q12234
P38439,P53096
P38439,P38262
P38439,P33300
P38439,P06779
P38439,P11433
P38439,P38247
P38439,P38263
P38439,P16120
P38439,P16664
P38439,P39081
P38439,P32474
P38439,P39994
P38439,P40094
P38439,P41546
P38439,P38622
P38439,P53146
P38439,P53168
P38439,P25299
P38439,P05373
P38439,P53195
P38439,P40340
P38439,P47026
P38439,P40367
P38439,P36047
P38439,P36054
P38439,P36107
P38439,Q02196
P38439,P25385
P38439,Q06287
P38439,Q06541
P38439,Q12746
P38439,P54787
P38439,Q04372
P38439,Q03661
P38439,P11745
P38439,P11938
P38439,P34761
P38439,P53959
P38439,P43122
P38439,P35190
P38439,P36147
P38439,P16862
P38439,Q08179
P38439,Q02804
P38439,Q12143
P38439,P20053
P38439,P20449
P38439,P43579
P38439,P32597
P38439,Q08465
P38439,Q08032
P38439,Q06340
P38439,P32485
P38439,P16521
P38439,P00549
P38439,P00330
P38439,P05030
P38439,P41806
P38439,P53262
P38439,P23638
P38439,P38886
P38439,Q06096
P38439,P21957
P38439,P06774
P38439,P40060
P38439,P53125
P38439,P47017
P38439,Q08562
P38439,P41695
P38439,P46676
P38439,P38830
P38439,P07249
P38439,P38633
P38439,P34233
P38439,P23202
P38439,P06844
P38439,Q01080
P38439,P40917
P38439,Q06406
P38439,P21190
P38439,P54785
P38439,P17106
P38439,P47006
P38439,P38889
P38439,P19880
P38439,P32572
P38439,P18494
P38439,P36037
P38439,P33122
P38439,P46674
P38439,P42935
P38439,Q08561
P38439,Q01722
P38439,P53849
P38439,Q00772
P38439,P17891
P38439,P47128
P38439,P53911
P38439,Q04748
P38439,Q04779
P38439,Q04740
P38439,Q12510
P38439,Q12697
P38439,P00546
P38439,Q01560
P38439,P32807
P38439,P10080
P38439,P47168
P38439,P25454
P38439,P06778
P38439,P22211
P38439,Q06211
P38439,Q08226
P38439,P32350
P38439,P21965
P38439,Q07807
P38439,Q06164
P38439,P15790
P38439,P25655
P38439,P49018
P38439,P38904
P38439,P24279
P38439,P32639
P38439,P25808
P38439,Q99278
P38439,P38912
P38439,Q06624
P38439,P10962
P38439,P38203
P38439,P38198
P38439,P23724
P38439,P38261
P38439,Q12277
P38439,P25694
P38439,P32325
P38439,Q03782
P38439,Q06636
P38439,P43588
P38439,P39007
P38439,Q01939
P38439,P53131
P38439,P30777
P38439,P10614
P38439,P11914
P38439,P40477
P38439,P28320
P38439,Q05900
P38439,P41733
P38439,P49960
P38439,P21825
P38439,P36526
P38439,P33338
P38439,P39731
P38439,P35196
P38439,P43123
P38439,P38994
P38439,Q05541
P38439,Q92317
P38439,P38632
P38439,P40026
P38439,P40061
P38439,P43563
P38439,P60010
P38439,P53135
P38439,P40107
P38439,P33307
P38439,P53062
P38439,P53207
P38439,P53267
P38439,P39927
P38439,P00958
P38439,P22804
P38439,P40482
P38439,Q00618
P38439,P19658
P38439,P47093
P38439,P0CS90
P38439,P40348
P38439,P45976
P38439,P35734
P38439,P32600
P38439,P32794
P38439,Q03630
P38439,P35203
P38439,Q02554
P38439,Q03579
P38439,P53878
P38439,P32074
P38439,P11655
P38439,P53600
P38439,Q06102
P38439,P23293
P38439,P14020
P38439,P16661
P38439,P20434
P38439,P43124
P38439,P06242
P38439,P04050
P38439,P39078
P38439,P40970
P38439,P40986
P38439,Q03784
P38439,P39940
P38439,P39958
P38439,Q03018
P38439,P38770
P38439,P38712
P38439,Q01852
P38439,P40460
P38439,P32354
