Gene,Label
P38182,0
P38181,0
P33893,0
P38180,0
P38179,0
P38042,1
P38041,0
P38177,0
P0CX41,0
P38110,0
P38176,0
P38175,0
P38174,0
Q6Q595,0
P38061,1
P25046,0
P38172,0
P38170,1
P38169,0
P07251,0
Q12260,0
Q12491,0
P38167,0
P38166,0
P38165,0
P38164,0
P24583,1
P38163,0
P38162,0
P35172,0
P35196,1
P18900,0
P38211,1
P38212,0
P38067,0
P38213,0
P38124,0
YBR009C,0
YBR010W,0
P00817,1
Q12217,0
Q12193,0
P38215,0
P38068,0
P38069,0
P38216,0
P38217,0
P08431,0
P04397,0
P04385,0
P05316,0
P38218,0
P29465,0
P38072,0
P38219,0
P38071,0
P38070,0
P38221,1
P38222,0
P10664,0
P38073,0
P38074,0
P38075,0
P35206,0
P23833,0
P14180,1
P38077,0
P38224,0
P38225,0
P38226,0
P38227,0
P38228,0
P38229,0
P38230,0
P38231,0
P0CX48,0
P21538,1
P38232,0
P38234,0
P38235,0
P38079,0
P19735,1
P38081,0
P38236,0
P38237,0
Q3E790,0
P38080,0
P32833,1
P38238,0
P38239,0
P38083,0
P38241,0
P38082,0
P27654,0
P38084,0
P38085,0
P38242,1
P38243,0
Q3E794,0
P15992,0
P38086,0
P38244,0
P38246,0
P38247,0
P38248,0
P38249,1
P18759,1
P35177,0
P15731,0
P18412,0
P0CX82,0
P09440,0
O43137,0
P18238,0
P38250,0
P38251,1
P15873,1
P38253,0
P32830,1
P24031,0
P00635,0
P38254,0
P38255,0
P38256,0
P22219,0
P38257,0
P38260,0
P38261,1
P38262,0
P38087,0
P38263,0
P38264,0
P38265,0
P38266,0
P06787,1
P16661,1
Q01976,0
Q6WNK7,0
P14922,0
P31244,0
P07702,0
P33315,0
P02994,0
P32605,0
P07253,0
P38088,0
P36531,0
P32367,1
P38089,0
Q00764,0
P16140,0
P38270,0
P38271,0
P38272,0
P38273,0
P38090,0
P38274,0
P20486,1
P38111,1
P38276,0
P38277,0
P38109,0
P18963,1
P38278,0
P38112,1
P12385,1
P38113,0
P38120,0
P38279,0
P38280,0
P38115,0
P38114,0
P38281,0
P38282,1
P33312,1
P20434,1
P33313,1
P38283,0
P38284,0
P38285,0
P38286,0
P00546,1
P38287,0
P38288,0
P38374,0
P38289,0
P38116,0
P38290,0
P20049,0
P38291,1
P38292,0
P32590,0
P33755,0
P33754,0
P32909,0
P38293,0
P38123,0
P38122,0
P38295,0
P38297,0
P38125,0
P0CX38,0
P38128,0
Q8TGU6,0
P38298,0
P38299,0
P38300,0
P38126,0
P38301,0
P38302,0
P05755,0
Q02753,0
P38127,1
P38304,1
P38305,0
P13712,0
P12709,1
Q3E820,0
Q3E778,0
P38306,0
P38129,1
P38131,0
P29366,0
Q3E755,0
P38307,0
P38132,1
P38308,0
P38139,0
P38130,0
P38310,0
P32528,0
P38312,0
P38313,1
P32831,0
P15807,0
P38314,0
Q01448,0
P38315,0
P38316,0
P32327,0
P38317,0
P38318,0
P32473,0
Q3E781,0
P38137,0
P38319,0
P38321,0
P38323,0
P38324,0
P38138,0
P38325,0
Q3E762,0
P38326,0
P38151,0
P69850,1
P38328,1
P38329,0
P32783,1
P21372,1
P38330,0
P38140,0
P38141,0
P38142,0
P38331,0
P07286,1
P38143,0
P38144,0
P38332,0
P38333,1
P33734,0
P32449,0
P33757,0
P33759,0
P33317,1
P32570,1
P38334,1
P38335,0
P38145,1
P38336,1
P38337,0
P38338,0
P38339,0
P38340,0
P38341,0
P37292,0
P38146,0
P38342,1
P38344,0
P36532,0
P38345,0
P38346,0
P38347,0
P38348,0
P38349,0
P38147,0
P29539,0
P38148,0
P27344,0
P38351,0
P38352,0
P38149,0
P36526,0
P38353,0
P38150,0
P38354,0
P37302,0
P38355,0
P38153,0
P18480,0
P38356,0
P38152,0
P38358,0
P38359,0
P38360,0
P38361,0
Q8TGU5,0
P38157,0
P38156,0
P38158,0
P38155,0
P25560,0
P87012,0
Q96VH2,0
P25565,0
P25578,1
P25587,0
Q3E7B6,0
P25604,0
P25605,0
P25554,0
P25555,0
Q8J0M4,0
P25558,0
P25559,0
P25374,1
P25384,0
P25383,0
Q96VH3,0
P25389,0
P25376,0
P37261,0
Q96VH4,0
P11710,0
P25367,0
P11709,0
P00815,0
P25368,1
P25344,0
P25566,0
P25369,0
P25373,0
P25370,0
P25567,0
P25568,0
P25569,0
P17709,0
P25572,0
P17967,1
P25573,0
P25574,0
P25576,0
P25380,0
P25577,0
P16550,0
P25579,0
P25580,1
P25582,1
P25583,0
P25584,0
Q96VH5,0
P25375,0
P25585,0
P25586,1
P25588,0
P25591,0
P25379,0
P25594,0
P25342,0
P25348,0
P25349,0
P08679,0
P25354,0
P25333,0
P25343,0
P25613,0
P25371,0
P00560,1
P25615,0
P25616,0
P25617,0
P25618,0
P23060,0
P25362,0
P23059,0
Q9URQ5,0
P25619,0
P25351,0
P25345,0
P32903,0
P25353,0
P25378,0
P25621,0
P32445,0
P25623,0
P06367,0
P25356,0
P25357,0
P25358,0
P25359,1
P25332,0
P25360,0
P25361,0
P25625,0
P25381,0
P25626,0
P25627,0
P25628,0
P25630,0
P25631,0
P25632,1
P16120,0
P25355,1
P25635,1
P25637,0
P25638,0
P25639,0
P25337,0
P25364,0
P10862,0
P25365,0
P25641,0
P25334,0
P25642,0
P25382,1
P25390,0
P37262,0
P17261,0
Q3E830,0
P25659,0
P25644,0
P25646,0
P25648,0
P25649,0
P25372,0
P16649,0
P25651,0
P37263,0
P15891,0
P25653,0
P25654,0
P25341,0
P25336,0
P25655,1
P25656,0
P25366,0
Q3E787,0
P25346,0
P25657,0
P25606,0
P25607,0
P25608,0
P25377,0
P25611,0
P25612,0
Q03441,0
Q03435,0
Q12158,1
Q12165,1
Q12124,0
P35182,0
P40327,1
Q12157,1
Q12438,0
Q12489,0
P32828,0
P15646,1
Q99190,1
P06243,1
Q12403,0
Q12451,0
Q03465,0
Q12008,0
Q00055,0
P52290,0
Q12100,0
Q07349,0
P54199,1
P32381,1
P19736,1
Q12389,1
Q12093,0
Q12361,0
Q12069,0
Q12140,0
Q12459,0
P12945,0
P06700,0
Q07350,1
P10849,0
P38913,1
O75012,0
Q12408,0
P20604,0
Q07351,0
P50112,0
P33399,0
P33333,0
Q07362,0
Q07376,0
P41940,1
P39678,0
Q07379,0
P25386,1
Q12223,0
Q07381,1
P41058,0
Q07395,0
P50623,1
Q07418,0
P21954,0
P07255,0
P14066,0
Q07442,0
Q07451,0
Q07454,0
Q07457,0
P0C2H8,0
Q07458,0
Q07468,0
P32419,0
P50873,0
Q07471,0
P05318,0
Q12690,0
P0CX52,0
Q07478,1
Q3E7B7,0
Q07500,0
Q07505,0
Q07508,1
Q05166,0
Q12066,0
P22007,0
Q12229,0
P38985,1
P52867,0
P33775,0
Q12377,1
Q12368,1
Q12191,0
Q12154,0
P39009,0
P15436,1
P43123,1
P43122,0
P43124,1
P07269,0
P40990,0
P06242,1
Q12103,0
Q12513,0
Q12277,1
Q07527,0
Q07528,0
Q07530,0
Q07532,0
P52891,0
Q07533,0
Q07535,0
Q07534,0
Q07540,1
Q07541,0
P25037,0
Q07549,0
Q07551,0
Q04344,0
P25694,1
P25693,0
Q99385,0
Q07555,0
P10622,0
P01098,0
Q12122,0
Q12018,1
P0CX87,0
Q12516,0
P23594,0
Q12434,0
P0CX85,0
P19146,0
Q12300,0
Q12334,1
P04050,1
P48445,1
Q07560,0
P39078,1
Q07589,0
P53622,1
Q12342,0
Q12250,1
Q99207,1
Q12142,0
P25441,1
Q12136,1
Q12175,0
P24870,0
Q12510,0
Q12082,0
P06784,0
Q3E774,0
P39517,0
Q3E829,0
Q12518,0
P04819,1
P06100,1
Q12055,1
P32770,0
P32771,0
P32772,0
P26370,0
Q12680,0
Q12515,0
P32891,0
Q12476,0
Q12027,0
Q12257,0
P46681,0
Q12477,0
Q12301,0
P01097,0
P48570,0
P48569,0
P0CX86,0
P17255,0
P48568,0
P23595,0
Q05672,0
P54860,0
P0CX84,0
P11076,0
Q12063,1
P10870,0
P38968,1
P32448,0
P38988,0
Q12407,0
P26188,0
Q12009,0
P36521,0
Q07622,0
Q12443,0
P28789,1
Q12424,0
Q12315,1
P32495,1
Q12046,1
P32837,0
Q12121,0
Q02774,1
Q07623,0
Q12310,0
P33327,0
Q12468,0
Q12328,1
Q07629,0
Q07648,0
P32797,1
Q07651,0
Q07653,0
Q07655,0
Q07657,0
P35197,0
P09932,0
P11484,0
P25044,0
Q07660,0
Q99380,0
Q07684,0
P48365,0
Q07688,1
P19881,0
Q07716,0
Q07729,0
Q07732,0
P35688,0
Q07738,0
Q07747,0
P32356,0
P41920,1
Q03446,0
Q3E7Z7,0
P25301,0
P41910,0
P40317,0
P00912,0
P13045,0
P32568,0
Q12488,1
Q99359,0
Q12248,1
Q12494,0
Q12185,0
P48015,0
Q12084,0
Q12099,1
Q12421,0
P07284,1
P0CX47,0
Q12457,0
Q12071,0
Q00816,0
Q12021,0
Q04341,0
Q12335,0
Q12117,0
P40971,0
Q12392,0
Q12472,0
Q6Q5X2,0
P14843,0
P28817,0
P15180,1
Q03201,1
Q03205,0
Q03125,0
P11353,1
Q04307,1
P41815,0
P32347,1
Q04311,0
P00942,1
Q99288,0
P32325,1
P14682,1
Q12355,0
Q12025,0
Q99220,0
P54857,0
P15732,0
Q12176,1
Q12298,0
P40970,1
Q12156,0
P05756,1
Q12167,0
Q12378,0
Q12454,0
P54858,0
P32571,0
Q12497,0
Q12447,0
P38954,0
P38956,0
P31688,0
P32345,0
P38953,0
Q01589,0
P38957,0
Q3E7C1,0
P38958,0
P38959,0
P32896,1
P38960,1
P38961,0
P38962,0
P33304,0
P35179,1
P35178,1
Q02775,1
P38966,0
Q03193,0
Q03195,1
P52490,0
Q12675,0
Q03833,0
Q03834,0
Q03835,0
Q03856,0
Q03855,0
P34730,0
Q03860,0
Q03862,0
P32917,0
Q03868,0
Q12116,0
Q04562,0
P46944,0
Q04585,0
O13329,0
P52892,0
P40316,1
Q04597,0
Q04598,0
Q04599,0
Q04600,0
Q04601,1
Q04602,0
P15565,0
Q04603,0
P13185,0
P26798,0
Q04608,0
Q04623,0
Q04629,0
P08566,0
Q03897,0
P32599,0
Q03898,0
Q03899,0
Q03900,0
P39109,0
P16664,0
P17629,0
Q03919,0
Q03920,0
Q03921,1
P39108,0
P22470,0
P53379,0
Q03761,1
P08153,0
Q03764,0
P19262,0
Q00402,0
P47976,0
Q03768,0
Q03769,0
P14832,0
P50106,0
P13663,0
P46674,0
Q03770,1
Q03771,0
Q12163,0
Q03772,0
P30619,1
Q03774,0
P89102,1
Q12030,1
P06101,1
Q12427,0
Q3E789,0
P11075,1
Q03964,0
Q12329,0
P05453,1
P07250,0
Q03973,0
Q03976,0
P32494,0
P21734,1
P37298,0
Q03981,0
Q03983,0
Q04002,1
Q04003,0
P40986,1
Q3E796,0
Q04004,0
Q04005,0
Q04006,0
Q04007,0
P39079,1
P22213,1
Q03940,1
P53688,0
P49686,0
P15424,0
Q3E818,0
P42073,0
Q03941,1
P14905,0
Q03942,0
Q03944,0
Q03954,1
Q03956,0
O13525,0
Q03455,0
Q03466,0
P39001,0
P38994,1
Q12441,0
Q99231,0
Q03482,0
Q03483,0
Q03494,0
P32501,1
P12612,1
Q12151,0
Q12449,0
P07248,0
P14737,0
Q04921,0
Q04922,0
Q04924,0
Q04925,0
Q04930,0
P02293,1
P04911,0
P07170,0
P11978,0
P39081,1
Q04934,0
Q04935,0
P09950,1
Q04947,0
P49367,0
Q03776,1
Q03778,1
P36519,0
P41810,1
Q03780,0
Q03782,1
Q03783,1
P22580,0
P23394,1
P35056,0
P50108,0
Q03784,1
Q3E763,0
Q03785,0
Q03786,0
Q03787,0
P37304,0
P40314,0
Q12041,0
P38907,0
Q12508,0
P15202,0
Q12504,0
P33416,0
Q03935,0
Q12379,0
P52911,0
O74302,0
Q07793,0
Q99303,0
Q07791,0
Q12331,0
Q12086,0
P39010,0
Q05568,0
Q05580,0
Q05583,1
P04803,0
P38995,0
Q05584,0
Q05610,0
Q05611,0
P87284,0
P35198,0
Q05635,0
Q05636,1
Q05637,0
Q05648,0
P15442,0
Q05521,0
P31111,0
Q05530,0
Q05533,0
Q05541,1
Q05543,0
Q05549,0
P32916,1
P24276,0
Q05567,0
Q06629,0
Q06630,0
P38992,0
P09457,0
Q06631,1
P32264,0
Q06632,1
Q06636,1
Q06639,1
P35176,0
P49775,0
Q06640,0
Q06644,0
P47822,1
Q06648,0
P46676,0
P32776,1
Q12153,0
Q06651,0
Q06665,0
Q06667,0
Q06668,0
P0CX65,0
P0C2I2,0
Q06674,0
Q06675,0
Q06676,0
Q06677,0
P69851,1
P38986,0
P81449,0
Q06678,0
P32609,0
Q06679,1
Q06680,1
Q06681,0
P52286,1
P28795,0
Q06682,0
P49018,1
Q06683,0
Q05468,0
Q05471,0
P52918,0
Q05473,0
P21771,0
Q05497,0
Q05498,1
Q05506,1
P32466,0
Q05515,0
P10662,0
Q05518,0
Q06325,0
P50273,0
P42223,0
Q06328,0
P29509,1
P07285,0
P32380,1
Q06333,0
Q06336,0
Q06337,0
Q06338,1
Q06339,1
Q06340,0
O94742,0
P40968,0
Q06344,1
P0CX70,0
P0C2I3,0
Q06346,1
Q12458,0
P33301,0
Q06349,0
Q06350,0
Q06385,0
Q06389,1
Q06390,0
P32839,0
P48360,1
Q06405,0
Q06406,0
Q3E785,0
Q06407,0
Q06408,0
Q12159,1
P02400,0
Q12493,0
Q12359,0
YDR385W,0
Q04149,0
Q04162,0
P39743,0
P17121,0
P52488,1
Q04170,0
P06844,0
Q04172,0
P33298,1
Q04175,0
Q92317,1
Q04177,1
Q04178,0
Q04179,0
P21595,0
P21623,0
P34087,1
P32387,0
Q04182,0
Q04183,1
P04161,0
Q04195,0
P32584,0
Q12743,0
Q04031,1
P16151,0
Q04033,0
Q04048,1
P0CX54,0
Q04049,0
P41809,0
Q04052,0
P32578,0
P24813,0
Q02647,0
Q04053,0
Q04062,1
Q04066,0
Q04067,1
P32898,0
Q01560,0
Q04080,1
Q04081,0
P33329,0
Q04082,1
Q04083,0
Q04087,0
Q04089,0
P36973,0
P38931,0
Q04093,0
Q04110,0
P14127,0
Q02336,0
Q02354,1
P0CX55,0
Q04116,0
Q04119,0
Q04120,0
P15454,1
Q04121,0
Q03280,0
Q03281,0
Q03289,0
Q03290,1
P34165,0
P36527,0
Q00947,0
P38904,1
Q03305,0
Q03306,0
Q03322,1
Q03323,0
Q03327,0
P0C2H7,0
Q03337,1
Q03338,1
Q03361,0
Q03362,0
P06782,0
P40993,1
Q03370,0
Q03373,0
P11491,0
Q03375,0
P27809,0
P39904,0
Q03388,0
Q03390,0
Q99258,1
P40960,0
Q03406,1
Q03407,0
Q03419,0
Q03429,0
Q03430,0
P23643,0
Q04373,0
P30605,0
P28791,1
Q04377,1
P51402,0
Q04383,0
P19358,0
Q04396,0
Q04398,0
P50896,0
Q04399,0
Q12263,0
P48813,0
Q12306,1
Q04401,0
Q04406,0
P17695,0
Q04408,0
Q12034,0
Q04409,0
Q04410,0
P32474,0
P32472,0
Q04411,0
P08459,0
P08458,0
Q04412,0
Q3E6R4,0
P56508,0
Q04418,1
Q04429,0
P00128,0
P22108,0
Q04430,1
Q04431,0
Q04432,0
Q04433,0
P39932,0
P33751,0
Q03034,0
Q03036,0
Q03049,0
P40006,0
P33767,1
P40005,0
P40004,0
P40003,0
P39953,0
P40002,0
P03069,0
P32775,0
P28263,0
P39968,0
P39998,0
P39997,0
P40975,0
P39996,0
P39995,0
P38632,1
P39994,0
P39993,0
P39992,0
P08067,0
P39991,0
P39990,1
P25515,0
P39988,0
P39987,0
P39986,0
P24279,1
P32633,0
P23301,1
P32630,1
P32629,0
P32628,0
P32626,0
P00045,0
P32623,0
P32622,0
P32621,0
P32618,0
P32617,0
P37303,0
P32614,0
P32613,0
P32612,0
P32611,0
P32610,0
P32317,0
Q02197,0
P0CX53,0
P39985,1
P39984,0
P39983,0
P38628,1
Q05676,0
P09232,0
P27895,0
P39923,0
P04817,0
P39981,0
P39980,0
P39979,0
P39978,0
P39976,0
P39975,0
P39106,0
P40007,0
P29952,1
P40008,0
P40009,0
P40010,1
P89886,0
P39937,0
P33332,1
P33331,1
P40011,0
P10863,0
P22141,1
P24384,1
P85052,0
P40012,0
P39518,0
P40013,0
P39925,0
P40014,1
P52871,0
P40015,0
P10823,0
P40016,1
P32569,1
P32263,1
P40017,0
P32481,1
P08456,0
Q04739,0
P39943,0
P40018,1
P40019,0
P38555,0
P40020,0
P40021,0
P40022,0
P40023,0
P40024,1
P40025,0
P40026,1
P0CE11,0
P0CD97,0
P18494,0
P40028,0
P40029,0
P39954,1
P40030,0
P29467,0
P39970,0
P40031,0
P39955,0
P39101,0
Q6Q560,1
P40032,0
P40033,0
P40034,0
P10869,0
P40035,0
Q3E7B0,0
P40036,0
P00498,0
P17064,0
P87262,0
P40037,0
Q02771,0
P40038,0
P40039,0
Q12119,0
P39525,0
P40106,0
P40040,0
P40041,0
P28240,0
P40042,0
P40043,0
P34909,0
Q01217,0
P21524,0
P40045,0
P40046,0
P40047,0
P0CX31,0
Q3E834,1
P40048,0
P40049,0
P40050,0
P40051,0
P40052,0
P40053,0
P40054,0
P40055,1
P40056,0
P40058,0
P00927,0
P52870,0
P39965,0
P40059,0
P39966,0
P00899,0
P05694,0
P40060,0
P40061,1
P87275,0
P25451,1
P25454,0
P39000,0
P39967,0
P38620,0
P39945,0
P22202,0
P40063,1
P40064,0
P40065,0
P40066,0
P40068,0
P40069,0
P25302,0
P40070,1
P40071,0
P39969,0
Q01684,0
P40072,0
P0CX42,0
P40073,0
P40074,0
P40075,0
P40076,0
P38682,0
P39962,0
P40077,0
P39940,1
P40078,1
P40079,1
P40080,0
P38990,0
P39959,0
P39939,0
P32634,0
P32598,1
P40081,0
P39958,1
P40083,0
P0CX71,0
Q03612,0
P40084,0
P40085,0
P40086,0
P22134,0
P40087,0
P39944,0
P40088,0
P40089,1
P40090,1
P13393,1
P40091,0
P40092,0
Q01477,0
P10356,0
P10355,0
P39952,0
P39960,0
P40093,0
P40094,1
P40095,0
P40096,1
P0CX66,0
Q03619,0
P06843,0
P14736,0
P32656,0
P32657,0
P04147,1
P32660,0
P33306,0
P21269,1
P39956,0
P26364,0
P06839,1
P32639,1
P32641,0
P32642,0
P32643,0
Q8TGU4,0
P32644,0
P29311,0
P16387,0
P25453,0
P32645,0
Q3E784,0
P40098,0
P40099,0
P39961,0
P40100,0
P40101,0
P40102,0
P31115,0
P25808,1
P0CX63,0
P0CX61,0
P40965,0
P43585,0
P07560,1
P43583,0
P32908,1
P07834,1
P43582,0
P32450,0
P43581,0
P43580,0
P43579,0
P22943,0
P35191,0
P43577,1
P09624,0
P43575,0
P43574,0
P15625,1
P43573,0
P43572,1
P43571,0
D6VTK4,0
P43570,0
P43569,0
P43568,1
P43567,0
P41546,0
P43565,0
P56628,0
P43564,0
P13433,0
P02557,1
P01123,1
P60010,1
P43562,0
P43561,0
Q3E817,0
P43560,0
P43558,0
P07283,1
P43557,0
P43556,0
P43555,0
P43554,0
P43553,0
P43552,0
P43551,0
P43550,0
P43549,0
P43548,0
P43547,0
P43544,0
P43586,0
P34077,1
P43587,1
P43588,1
P43589,1
P43590,0
P43591,0
P43592,0
P43535,0
P43593,0
P43594,0
P43595,0
Q3E838,0
P43596,0
P27466,0
P23337,0
P43597,0
P43598,0
P43599,0
P34756,0
P43601,0
P43602,0
P39684,0
P43603,0
P38635,0
P43604,0
P43605,1
Q00684,1
P43606,1
P39692,0
P38989,1
P0CX45,0
P43607,0
P05747,0
Q8TGU2,0
P00127,0
P07270,0
P43608,0
P14724,0
P43609,1
P43610,0
P43611,0
P43612,0
P43613,0
P43614,1
P43615,0
P43616,0
P43617,0
P43618,0
P43619,0
P43620,0
P19955,0
P30657,1
P43621,1
P32496,1
P04806,0
P43623,0
P43625,0
P53199,1
P53198,0
P53197,0
P53196,0
P53195,0
P38929,0
Q3E802,0
Q8TGU0,0
P05030,1
P07264,0
P25338,0
P21243,1
P25340,0
P12383,0
P25339,0
P33199,0
P32767,0
P16639,0
P53193,1
P43639,0
P53192,0
P43633,0
P39007,1
P53191,0
P40356,0
P00931,0
P53008,0
P53189,0
P53188,0
P14120,1
P04449,0
P32781,0
P53187,0
P27705,0
P53185,0
P53184,0
P31755,0
P53183,0
P05373,1
Q3E750,0
P07273,0
P25299,1
P53179,0
P53178,1
Q01939,1
P39936,0
P53177,0
P53176,0
P53174,0
P53173,0
P21147,1
P53172,0
P53171,0
P06104,0
P53170,0
P53169,0
P53168,1
P11154,0
P53167,0
P53166,0
P43636,1
P53165,0
P53164,0
P53163,1
P27999,0
P22149,0
P10961,1
P53159,1
P05737,0
P19807,0
P20447,0
P53158,0
P53157,0
P53156,0
P53155,0
P53009,0
P53154,0
P53153,0
P40957,0
P53152,0
P32435,0
P53150,0
P52920,1
P49687,1
P53148,1
P53010,0
P38932,0
P53147,0
P21827,1
P53146,1
P53145,1
P53011,0
P53144,0
P02406,1
P53142,0
P46672,0
P53140,0
P53139,0
P53137,0
P53136,1
P53040,1
P53135,1
P53134,0
P12904,0
P26309,1
P53133,0
P27697,0
P53131,1
P53130,0
P32505,1
P25443,1
P53129,0
P53128,0
P53012,0
P38633,0
P52868,1
Q01163,0
Q01159,1
P53127,0
P53125,0
P53124,0
P0CX44,0
P53123,0
P41811,1
P53122,0
P53121,0
P53120,0
P53119,0
P30777,1
P30775,0
P53118,0
P33891,1
P53117,0
P05738,0
P28777,0
P53115,1
P53114,0
P53112,0
P50113,0
P18898,1
P22855,0
P53111,0
P38622,0
P53110,0
P53109,0
P53108,0
P53032,0
P32863,0
P53107,0
P15315,0
P13586,0
P45820,0
P32579,1
P45819,0
P45818,1
Q02199,1
P22147,0
P46947,0
P46946,0
P46945,0
P39016,0
P43637,0
P53104,0
P40956,0
P53101,0
P53100,0
P53099,0
Q8TGU1,0
Q00362,0
P32799,0
P41833,0
P53096,0
P33892,0
P53095,0
P53094,0
P53093,0
P32803,0
P53091,1
P53090,0
P09620,0
P13711,0
P22137,0
P32558,1
P34164,0
P53035,0
P51996,0
P53088,0
P32912,0
Q02793,0
P35190,0
P53086,0
P53083,0
P53082,0
P53081,0
P53080,0
P53079,0
P53078,0
P40107,1
Q92316,0
P53077,0
P53076,0
P53075,0
P53036,0
P53074,0
P53073,0
P53072,0
P22224,1
P07244,0
P53071,0
P53070,0
P06774,0
P33307,1
P53068,0
P53067,0
P53066,0
P53065,0
P53064,0
P46655,1
P53063,0
P53062,1
P22434,0
P53061,0
P53060,0
P51979,0
P32608,0
P04807,0
P32805,0
P32804,0
P10127,0
P53059,0
P53058,0
P53057,0
P53056,0
P0CE93,0
P53054,0
P53053,0
P53200,0
P53201,1
P53202,0
P53203,0
P41896,1
P33411,0
P33412,0
P16965,0
P40357,1
P53204,0
P53206,0
P53207,1
P32334,0
P53208,0
P53209,0
P53210,0
P17649,0
P39111,0
P53212,0
P53214,0
P53215,1
P53217,0
Q3E792,0
Q12085,0
Q12141,0
P28737,0
P27882,1
P53218,1
P53219,0
P40989,0
P53220,0
P53221,0
P53222,0
Q45U48,0
P53223,0
P31787,0
Q12485,0
Q12269,0
P53224,0
P14681,0
P53226,0
P53227,0
P53228,0
P32338,0
P53230,1
P33339,1
P53044,1
P32564,0
P53233,0
P53234,0
P53235,0
P50276,0
P53236,0
P53237,0
P53238,0
P41901,0
P53045,1
P38972,0
P53239,0
P32914,0
P53241,1
P53242,0
P53243,0
P53244,0
P53046,0
P53246,0
P48412,0
Q02260,1
Q00723,1
P23369,0
P53248,0
P48363,0
P53249,0
P53250,0
P53251,0
P35180,1
P12754,1
P12686,0
Q3E757,0
P53252,0
P26263,0
P06115,0
P53253,0
P53254,1
P49704,1
P22204,0
P53255,0
P07806,1
P53256,1
P53257,0
P48361,0
Q03018,1
P53038,1
P53258,0
P53259,0
P53260,0
P53261,1
P32585,0
P41806,0
P53262,0
P24868,0
P32943,0
Q12173,0
Q99315,0
P53264,0
P53265,0
P53266,0
P53267,1
P23615,1
P53270,0
P0CX29,0
P48837,1
P53271,1
P40260,0
Q3E816,0
P53272,0
P53043,0
P49090,0
P53273,0
P53274,0
P53275,0
P53276,1
P53277,0
P53278,0
P53279,0
P40961,0
P29340,0
P53280,0
P23638,0
P53281,0
P53283,0
P32504,1
P53285,0
P53286,0
P33336,0
P32318,0
P48234,1
P48235,0
Q8TGT9,0
P37293,1
P24000,0
P48236,0
P48237,0
P13856,0
P48238,0
P48239,0
P32582,0
P39927,1
P05374,0
P48240,1
P27476,0
P53289,0
P0CX67,0
Q12316,0
P0CX62,0
P0CX64,0
Q3E744,0
P39935,0
P53290,0
P53292,0
P32893,0
P17891,0
P53293,0
P53294,0
Q3E772,0
P53037,0
P22438,0
P53039,1
P53295,0
P37267,0
Q8TGT8,0
P32476,1
P53296,0
P53297,0
P53298,1
P49723,0
P53299,0
P22289,0
P19812,0
P36421,1
P41895,1
P48362,0
P41695,0
P53301,0
P06775,1
P00359,0
P16451,0
P42826,0
P46948,1
P46949,0
P46950,0
P46951,1
P42934,0
P42935,0
P42936,0
P13259,0
P42937,0
Q8TGT7,0
P07245,0
P42938,0
P42939,0
P42940,0
P42941,0
P22803,0
P42942,0
P53303,1
P53304,0
P53047,0
P32905,0
P53305,0
P53306,1
P50077,0
P30822,1
P31334,0
P50078,0
P10834,0
P50079,0
P50080,0
P50082,0
